id,name,state,geoid_id
"IL, Jo Daviess County",Jo Daviess County,IL,G17085
"IL, Johnson County",Johnson County,IL,G17087
"IL, Kane County",Kane County,IL,G17089
"IL, Kankakee County",Kankakee County,IL,G17091
"IL, Kendall County",Kendall County,IL,G17093
"IL, Knox County",Knox County,IL,G17095
"IL, Lake County",Lake County,IL,G17097
"IL, LaSalle County",LaSalle County,IL,G17099
"IL, Lawrence County",Lawrence County,IL,G17101
"IL, Lee County",Lee County,IL,G17103
"IL, Livingston County",Livingston County,IL,G17105
"IL, Logan County",Logan County,IL,G17107
"IL, McDonough County",McDonough County,IL,G17109
"IL, McHenry County",McHenry County,IL,G17111
"IL, McLean County",McLean County,IL,G17113
"IL, Macon County",Macon County,IL,G17115
"IL, Macoupin County",Macoupin County,IL,G17117
"IL, Madison County",Madison County,IL,G17119
"IL, Marion County",Marion County,IL,G17121
"IL, Marshall County",Marshall County,IL,G17123
"IL, Mason County",Mason County,IL,G17125
"IL, Massac County",Massac County,IL,G17127
"IL, Menard County",Menard County,IL,G17129
"IL, Mercer County",Mercer County,IL,G17131
"IL, Monroe County",Monroe County,IL,G17133
"IL, Montgomery County",Montgomery County,IL,G17135
"IL, Morgan County",Morgan County,IL,G17137
"IL, Moultrie County",Moultrie County,IL,G17139
"IL, Ogle County",Ogle County,IL,G17141
"IL, Peoria County",Peoria County,IL,G17143
"IL, Perry County",Perry County,IL,G17145
"IL, Piatt County",Piatt County,IL,G17147
"IL, Pike County",Pike County,IL,G17149
"IL, Pope County",Pope County,IL,G17151
"IL, Pulaski County",Pulaski County,IL,G17153
"IL, Putnam County",Putnam County,IL,G17155
"IL, Randolph County",Randolph County,IL,G17157
"IL, Richland County",Richland County,IL,G17159
"IL, Rock Island County",Rock Island County,IL,G17161
"IL, St. Clair County",St. Clair County,IL,G17163
"IL, Saline County",Saline County,IL,G17165
"IL, Sangamon County",Sangamon County,IL,G17167
"IL, Schuyler County",Schuyler County,IL,G17169
"IL, Scott County",Scott County,IL,G17171
"IL, Shelby County",Shelby County,IL,G17173
"IL, Stark County",Stark County,IL,G17175
"IL, Stephenson County",Stephenson County,IL,G17177
"IL, Tazewell County",Tazewell County,IL,G17179
"IL, Union County",Union County,IL,G17181
"IL, Vermilion County",Vermilion County,IL,G17183
"IL, Wabash County",Wabash County,IL,G17185
"IL, Warren County",Warren County,IL,G17187
"IL, Washington County",Washington County,IL,G17189
"IL, Wayne County",Wayne County,IL,G17191
"IL, White County",White County,IL,G17193
"IL, Whiteside County",Whiteside County,IL,G17195
"IL, Will County",Will County,IL,G17197
"IL, Williamson County",Williamson County,IL,G17199
"IL, Winnebago County",Winnebago County,IL,G17201
"IL, Woodford County",Woodford County,IL,G17203
"IN, Adams County",Adams County,IN,G18001
"IN, Allen County",Allen County,IN,G18003
"IN, Bartholomew County",Bartholomew County,IN,G18005
"IN, Benton County",Benton County,IN,G18007
"IN, Blackford County",Blackford County,IN,G18009
"IN, Boone County",Boone County,IN,G18011
"IN, Brown County",Brown County,IN,G18013
"IN, Carroll County",Carroll County,IN,G18015
"IN, Cass County",Cass County,IN,G18017
"IN, Clark County",Clark County,IN,G18019
"IN, Clay County",Clay County,IN,G18021
"IN, Clinton County",Clinton County,IN,G18023
"IN, Crawford County",Crawford County,IN,G18025
"IN, Daviess County",Daviess County,IN,G18027
"IN, Dearborn County",Dearborn County,IN,G18029
"IN, Decatur County",Decatur County,IN,G18031
"IN, DeKalb County",DeKalb County,IN,G18033
"IN, Delaware County",Delaware County,IN,G18035
"IN, Dubois County",Dubois County,IN,G18037
"IN, Elkhart County",Elkhart County,IN,G18039
"IN, Fayette County",Fayette County,IN,G18041
"IN, Floyd County",Floyd County,IN,G18043
"IN, Fountain County",Fountain County,IN,G18045
"IN, Franklin County",Franklin County,IN,G18047
"IN, Fulton County",Fulton County,IN,G18049
"IN, Gibson County",Gibson County,IN,G18051
"IN, Grant County",Grant County,IN,G18053
"IN, Greene County",Greene County,IN,G18055
"IN, Hamilton County",Hamilton County,IN,G18057
"IN, Hancock County",Hancock County,IN,G18059
"IN, Harrison County",Harrison County,IN,G18061
"IN, Hendricks County",Hendricks County,IN,G18063
"IN, Henry County",Henry County,IN,G18065
"IN, Howard County",Howard County,IN,G18067
"IN, Huntington County",Huntington County,IN,G18069
"IN, Jackson County",Jackson County,IN,G18071
"IN, Jasper County",Jasper County,IN,G18073
"IN, Jay County",Jay County,IN,G18075
"IN, Jefferson County",Jefferson County,IN,G18077
"IN, Jennings County",Jennings County,IN,G18079
"IN, Johnson County",Johnson County,IN,G18081
"IN, Knox County",Knox County,IN,G18083
"IN, Kosciusko County",Kosciusko County,IN,G18085
"IN, LaGrange County",LaGrange County,IN,G18087
"IN, Lake County",Lake County,IN,G18089
"IN, LaPorte County",LaPorte County,IN,G18091
"IN, Lawrence County",Lawrence County,IN,G18093
"IN, Madison County",Madison County,IN,G18095
"IN, Marion County",Marion County,IN,G18097
"IN, Marshall County",Marshall County,IN,G18099
"IN, Martin County",Martin County,IN,G18101
"IN, Miami County",Miami County,IN,G18103
"IN, Monroe County",Monroe County,IN,G18105
"IN, Montgomery County",Montgomery County,IN,G18107
"IN, Morgan County",Morgan County,IN,G18109
"IN, Newton County",Newton County,IN,G18111
"IN, Noble County",Noble County,IN,G18113
"IN, Ohio County",Ohio County,IN,G18115
"IN, Orange County",Orange County,IN,G18117
"IN, Owen County",Owen County,IN,G18119
"IN, Parke County",Parke County,IN,G18121
"IN, Perry County",Perry County,IN,G18123
"IN, Pike County",Pike County,IN,G18125
"IN, Porter County",Porter County,IN,G18127
"IN, Posey County",Posey County,IN,G18129
"IN, Pulaski County",Pulaski County,IN,G18131
"IN, Putnam County",Putnam County,IN,G18133
"IN, Randolph County",Randolph County,IN,G18135
"IN, Ripley County",Ripley County,IN,G18137
"IN, Rush County",Rush County,IN,G18139
"IN, St. Joseph County",St. Joseph County,IN,G18141
"IN, Scott County",Scott County,IN,G18143
"IN, Shelby County",Shelby County,IN,G18145
"IN, Spencer County",Spencer County,IN,G18147
"IN, Starke County",Starke County,IN,G18149
"IN, Steuben County",Steuben County,IN,G18151
"IN, Sullivan County",Sullivan County,IN,G18153
"IN, Switzerland County",Switzerland County,IN,G18155
"IN, Tippecanoe County",Tippecanoe County,IN,G18157
"IN, Tipton County",Tipton County,IN,G18159
"IN, Union County",Union County,IN,G18161
"IN, Vanderburgh County",Vanderburgh County,IN,G18163
"IN, Vermillion County",Vermillion County,IN,G18165
"IN, Vigo County",Vigo County,IN,G18167
"IN, Wabash County",Wabash County,IN,G18169
"IN, Warren County",Warren County,IN,G18171
"IN, Warrick County",Warrick County,IN,G18173
"IN, Washington County",Washington County,IN,G18175
"IN, Wayne County",Wayne County,IN,G18177
"IN, Wells County",Wells County,IN,G18179
"IN, White County",White County,IN,G18181
"IN, Whitley County",Whitley County,IN,G18183
"IA, Adair County",Adair County,IA,G19001
"IA, Adams County",Adams County,IA,G19003
"IA, Allamakee County",Allamakee County,IA,G19005
"IA, Appanoose County",Appanoose County,IA,G19007
"IA, Audubon County",Audubon County,IA,G19009
"IA, Benton County",Benton County,IA,G19011
"IA, Black Hawk County",Black Hawk County,IA,G19013
"IA, Boone County",Boone County,IA,G19015
"IA, Bremer County",Bremer County,IA,G19017
"IA, Buchanan County",Buchanan County,IA,G19019
"IA, Buena Vista County",Buena Vista County,IA,G19021
"IA, Butler County",Butler County,IA,G19023
"IA, Calhoun County",Calhoun County,IA,G19025
"IA, Carroll County",Carroll County,IA,G19027
"IA, Cass County",Cass County,IA,G19029
"IA, Cedar County",Cedar County,IA,G19031
"IA, Cerro Gordo County",Cerro Gordo County,IA,G19033
"IA, Cherokee County",Cherokee County,IA,G19035
"IA, Chickasaw County",Chickasaw County,IA,G19037
"IA, Clarke County",Clarke County,IA,G19039
"IA, Clay County",Clay County,IA,G19041
"IA, Clayton County",Clayton County,IA,G19043
"IA, Clinton County",Clinton County,IA,G19045
"IA, Crawford County",Crawford County,IA,G19047
"IA, Dallas County",Dallas County,IA,G19049
"IA, Davis County",Davis County,IA,G19051
"IA, Decatur County",Decatur County,IA,G19053
"IA, Delaware County",Delaware County,IA,G19055
"IA, Des Moines County",Des Moines County,IA,G19057
"IA, Dickinson County",Dickinson County,IA,G19059
"IA, Dubuque County",Dubuque County,IA,G19061
"IA, Emmet County",Emmet County,IA,G19063
"IA, Fayette County",Fayette County,IA,G19065
"IA, Floyd County",Floyd County,IA,G19067
"IA, Franklin County",Franklin County,IA,G19069
"IA, Fremont County",Fremont County,IA,G19071
"IA, Greene County",Greene County,IA,G19073
"IA, Grundy County",Grundy County,IA,G19075
"IA, Guthrie County",Guthrie County,IA,G19077
"IA, Hamilton County",Hamilton County,IA,G19079
"IA, Hancock County",Hancock County,IA,G19081
"IA, Hardin County",Hardin County,IA,G19083
"IA, Harrison County",Harrison County,IA,G19085
"IA, Henry County",Henry County,IA,G19087
"IA, Howard County",Howard County,IA,G19089
"IA, Humboldt County",Humboldt County,IA,G19091
"IA, Ida County",Ida County,IA,G19093
"IA, Iowa County",Iowa County,IA,G19095
"IA, Jackson County",Jackson County,IA,G19097
"IA, Jasper County",Jasper County,IA,G19099
"IA, Jefferson County",Jefferson County,IA,G19101
"IA, Johnson County",Johnson County,IA,G19103
"IA, Jones County",Jones County,IA,G19105
"IA, Keokuk County",Keokuk County,IA,G19107
"IA, Kossuth County",Kossuth County,IA,G19109
"IA, Lee County",Lee County,IA,G19111
"IA, Linn County",Linn County,IA,G19113
"IA, Louisa County",Louisa County,IA,G19115
"IA, Lucas County",Lucas County,IA,G19117
"IA, Lyon County",Lyon County,IA,G19119
"IA, Madison County",Madison County,IA,G19121
"IA, Mahaska County",Mahaska County,IA,G19123
"IA, Marion County",Marion County,IA,G19125
"IA, Marshall County",Marshall County,IA,G19127
"IA, Mills County",Mills County,IA,G19129
"IA, Mitchell County",Mitchell County,IA,G19131
"IA, Monona County",Monona County,IA,G19133
"IA, Monroe County",Monroe County,IA,G19135
"IA, Montgomery County",Montgomery County,IA,G19137
"IA, Muscatine County",Muscatine County,IA,G19139
"IA, O'Brien County",O'Brien County,IA,G19141
"IA, Osceola County",Osceola County,IA,G19143
"IA, Page County",Page County,IA,G19145
"IA, Palo Alto County",Palo Alto County,IA,G19147
"IA, Plymouth County",Plymouth County,IA,G19149
"IA, Pocahontas County",Pocahontas County,IA,G19151
"IA, Polk County",Polk County,IA,G19153
"IA, Pottawattamie County",Pottawattamie County,IA,G19155
"IA, Poweshiek County",Poweshiek County,IA,G19157
"IA, Ringgold County",Ringgold County,IA,G19159
"IA, Sac County",Sac County,IA,G19161
"IA, Scott County",Scott County,IA,G19163
"IA, Shelby County",Shelby County,IA,G19165
"IA, Sioux County",Sioux County,IA,G19167
"IA, Story County",Story County,IA,G19169
"IA, Tama County",Tama County,IA,G19171
"IA, Taylor County",Taylor County,IA,G19173
"IA, Union County",Union County,IA,G19175
"IA, Van Buren County",Van Buren County,IA,G19177
"IA, Wapello County",Wapello County,IA,G19179
"IA, Warren County",Warren County,IA,G19181
"IA, Washington County",Washington County,IA,G19183
"IA, Wayne County",Wayne County,IA,G19185
"IA, Webster County",Webster County,IA,G19187
"IA, Winnebago County",Winnebago County,IA,G19189
"IA, Winneshiek County",Winneshiek County,IA,G19191
"IA, Woodbury County",Woodbury County,IA,G19193
"IA, Worth County",Worth County,IA,G19195
"IA, Wright County",Wright County,IA,G19197
"KS, Allen County",Allen County,KS,G20001
"KS, Anderson County",Anderson County,KS,G20003
"KS, Atchison County",Atchison County,KS,G20005
"KS, Barber County",Barber County,KS,G20007
"KS, Barton County",Barton County,KS,G20009
"KS, Bourbon County",Bourbon County,KS,G20011
"KS, Brown County",Brown County,KS,G20013
"KS, Butler County",Butler County,KS,G20015
"KS, Chase County",Chase County,KS,G20017
"KS, Chautauqua County",Chautauqua County,KS,G20019
"KS, Cherokee County",Cherokee County,KS,G20021
"KS, Cheyenne County",Cheyenne County,KS,G20023
"KS, Clark County",Clark County,KS,G20025
"KS, Clay County",Clay County,KS,G20027
"KS, Cloud County",Cloud County,KS,G20029
"KS, Coffey County",Coffey County,KS,G20031
"KS, Comanche County",Comanche County,KS,G20033
"KS, Cowley County",Cowley County,KS,G20035
"KS, Crawford County",Crawford County,KS,G20037
"KS, Decatur County",Decatur County,KS,G20039
"KS, Dickinson County",Dickinson County,KS,G20041
"KS, Doniphan County",Doniphan County,KS,G20043
"KS, Douglas County",Douglas County,KS,G20045
"KS, Edwards County",Edwards County,KS,G20047
"KS, Elk County",Elk County,KS,G20049
"KS, Ellis County",Ellis County,KS,G20051
"KS, Ellsworth County",Ellsworth County,KS,G20053
"KS, Finney County",Finney County,KS,G20055
"KS, Ford County",Ford County,KS,G20057
"KS, Franklin County",Franklin County,KS,G20059
"KS, Geary County",Geary County,KS,G20061
"KS, Gove County",Gove County,KS,G20063
"KS, Graham County",Graham County,KS,G20065
"KS, Grant County",Grant County,KS,G20067
"KS, Gray County",Gray County,KS,G20069
"KS, Greeley County",Greeley County,KS,G20071
"KS, Greenwood County",Greenwood County,KS,G20073
"KS, Hamilton County",Hamilton County,KS,G20075
"KS, Harper County",Harper County,KS,G20077
"KS, Harvey County",Harvey County,KS,G20079
"KS, Haskell County",Haskell County,KS,G20081
"KS, Hodgeman County",Hodgeman County,KS,G20083
"KS, Jackson County",Jackson County,KS,G20085
"KS, Jefferson County",Jefferson County,KS,G20087
"KS, Jewell County",Jewell County,KS,G20089
"KS, Johnson County",Johnson County,KS,G20091
"KS, Kearny County",Kearny County,KS,G20093
"KS, Kingman County",Kingman County,KS,G20095
"KS, Kiowa County",Kiowa County,KS,G20097
"KS, Labette County",Labette County,KS,G20099
"KS, Lane County",Lane County,KS,G20101
"KS, Leavenworth County",Leavenworth County,KS,G20103
"KS, Lincoln County",Lincoln County,KS,G20105
"KS, Linn County",Linn County,KS,G20107
"KS, Logan County",Logan County,KS,G20109
"KS, Lyon County",Lyon County,KS,G20111
"KS, McPherson County",McPherson County,KS,G20113
"KS, Marion County",Marion County,KS,G20115
"KS, Marshall County",Marshall County,KS,G20117
"KS, Meade County",Meade County,KS,G20119
"KS, Miami County",Miami County,KS,G20121
"KS, Mitchell County",Mitchell County,KS,G20123
"KS, Montgomery County",Montgomery County,KS,G20125
"KS, Morris County",Morris County,KS,G20127
"KS, Morton County",Morton County,KS,G20129
"KS, Nemaha County",Nemaha County,KS,G20131
"KS, Neosho County",Neosho County,KS,G20133
"KS, Ness County",Ness County,KS,G20135
"KS, Norton County",Norton County,KS,G20137
"KS, Osage County",Osage County,KS,G20139
"KS, Osborne County",Osborne County,KS,G20141
"KS, Ottawa County",Ottawa County,KS,G20143
"KS, Pawnee County",Pawnee County,KS,G20145
"KS, Phillips County",Phillips County,KS,G20147
"KS, Pottawatomie County",Pottawatomie County,KS,G20149
"KS, Pratt County",Pratt County,KS,G20151
"KS, Rawlins County",Rawlins County,KS,G20153
"KS, Reno County",Reno County,KS,G20155
"KS, Republic County",Republic County,KS,G20157
"KS, Rice County",Rice County,KS,G20159
"KS, Riley County",Riley County,KS,G20161
"KS, Rooks County",Rooks County,KS,G20163
"KS, Rush County",Rush County,KS,G20165
"KS, Russell County",Russell County,KS,G20167
"KS, Saline County",Saline County,KS,G20169
"KS, Scott County",Scott County,KS,G20171
"KS, Sedgwick County",Sedgwick County,KS,G20173
"KS, Seward County",Seward County,KS,G20175
"KS, Shawnee County",Shawnee County,KS,G20177
"KS, Sheridan County",Sheridan County,KS,G20179
"KS, Sherman County",Sherman County,KS,G20181
"KS, Smith County",Smith County,KS,G20183
"KS, Stafford County",Stafford County,KS,G20185
"KS, Stanton County",Stanton County,KS,G20187
"KS, Stevens County",Stevens County,KS,G20189
"KS, Sumner County",Sumner County,KS,G20191
"KS, Thomas County",Thomas County,KS,G20193
"KS, Trego County",Trego County,KS,G20195
"KS, Wabaunsee County",Wabaunsee County,KS,G20197
"KS, Wallace County",Wallace County,KS,G20199
"KS, Washington County",Washington County,KS,G20201
"KS, Wichita County",Wichita County,KS,G20203
"KS, Wilson County",Wilson County,KS,G20205
"KS, Woodson County",Woodson County,KS,G20207
"KS, Wyandotte County",Wyandotte County,KS,G20209
"KY, Adair County",Adair County,KY,G21001
"KY, Allen County",Allen County,KY,G21003
"KY, Anderson County",Anderson County,KY,G21005
"KY, Ballard County",Ballard County,KY,G21007
"KY, Barren County",Barren County,KY,G21009
"KY, Bath County",Bath County,KY,G21011
"KY, Bell County",Bell County,KY,G21013
"KY, Boone County",Boone County,KY,G21015
"KY, Bourbon County",Bourbon County,KY,G21017
"KY, Boyd County",Boyd County,KY,G21019
"KY, Boyle County",Boyle County,KY,G21021
"KY, Bracken County",Bracken County,KY,G21023
"KY, Breathitt County",Breathitt County,KY,G21025
"KY, Breckinridge County",Breckinridge County,KY,G21027
"KY, Bullitt County",Bullitt County,KY,G21029
"KY, Butler County",Butler County,KY,G21031
"KY, Caldwell County",Caldwell County,KY,G21033
"KY, Calloway County",Calloway County,KY,G21035
"KY, Campbell County",Campbell County,KY,G21037
"KY, Carlisle County",Carlisle County,KY,G21039
"KY, Carroll County",Carroll County,KY,G21041
"KY, Carter County",Carter County,KY,G21043
"KY, Casey County",Casey County,KY,G21045
"KY, Christian County",Christian County,KY,G21047
"KY, Clark County",Clark County,KY,G21049
"KY, Clay County",Clay County,KY,G21051
"KY, Clinton County",Clinton County,KY,G21053
"KY, Crittenden County",Crittenden County,KY,G21055
"KY, Cumberland County",Cumberland County,KY,G21057
"KY, Daviess County",Daviess County,KY,G21059
"KY, Edmonson County",Edmonson County,KY,G21061
"KY, Elliott County",Elliott County,KY,G21063
"KY, Estill County",Estill County,KY,G21065
"KY, Fayette County",Fayette County,KY,G21067
"KY, Fleming County",Fleming County,KY,G21069
"KY, Floyd County",Floyd County,KY,G21071
"KY, Franklin County",Franklin County,KY,G21073
"KY, Fulton County",Fulton County,KY,G21075
"KY, Gallatin County",Gallatin County,KY,G21077
"KY, Garrard County",Garrard County,KY,G21079
"KY, Grant County",Grant County,KY,G21081
"KY, Graves County",Graves County,KY,G21083
"KY, Grayson County",Grayson County,KY,G21085
"KY, Green County",Green County,KY,G21087
"KY, Greenup County",Greenup County,KY,G21089
"KY, Hancock County",Hancock County,KY,G21091
"KY, Hardin County",Hardin County,KY,G21093
"KY, Harlan County",Harlan County,KY,G21095
"KY, Harrison County",Harrison County,KY,G21097
"KY, Hart County",Hart County,KY,G21099
"KY, Henderson County",Henderson County,KY,G21101
"KY, Henry County",Henry County,KY,G21103
"KY, Hickman County",Hickman County,KY,G21105
"KY, Hopkins County",Hopkins County,KY,G21107
"KY, Jackson County",Jackson County,KY,G21109
"KY, Jefferson County",Jefferson County,KY,G21111
"KY, Jessamine County",Jessamine County,KY,G21113
"KY, Johnson County",Johnson County,KY,G21115
"KY, Kenton County",Kenton County,KY,G21117
"KY, Knott County",Knott County,KY,G21119
"KY, Knox County",Knox County,KY,G21121
"KY, Larue County",Larue County,KY,G21123
"KY, Laurel County",Laurel County,KY,G21125
"KY, Lawrence County",Lawrence County,KY,G21127
"KY, Lee County",Lee County,KY,G21129
"KY, Leslie County",Leslie County,KY,G21131
"KY, Letcher County",Letcher County,KY,G21133
"KY, Lewis County",Lewis County,KY,G21135
"KY, Lincoln County",Lincoln County,KY,G21137
"KY, Livingston County",Livingston County,KY,G21139
"KY, Logan County",Logan County,KY,G21141
"KY, Lyon County",Lyon County,KY,G21143
"KY, McCracken County",McCracken County,KY,G21145
"KY, McCreary County",McCreary County,KY,G21147
"KY, McLean County",McLean County,KY,G21149
"KY, Madison County",Madison County,KY,G21151
"KY, Magoffin County",Magoffin County,KY,G21153
"KY, Marion County",Marion County,KY,G21155
"KY, Marshall County",Marshall County,KY,G21157
"KY, Martin County",Martin County,KY,G21159
"KY, Mason County",Mason County,KY,G21161
"KY, Meade County",Meade County,KY,G21163
"KY, Menifee County",Menifee County,KY,G21165
"KY, Mercer County",Mercer County,KY,G21167
"KY, Metcalfe County",Metcalfe County,KY,G21169
"KY, Monroe County",Monroe County,KY,G21171
"KY, Montgomery County",Montgomery County,KY,G21173
"KY, Morgan County",Morgan County,KY,G21175
"KY, Muhlenberg County",Muhlenberg County,KY,G21177
"KY, Nelson County",Nelson County,KY,G21179
"KY, Nicholas County",Nicholas County,KY,G21181
"KY, Ohio County",Ohio County,KY,G21183
"KY, Oldham County",Oldham County,KY,G21185
"KY, Owen County",Owen County,KY,G21187
"KY, Owsley County",Owsley County,KY,G21189
"KY, Pendleton County",Pendleton County,KY,G21191
"KY, Perry County",Perry County,KY,G21193
"KY, Pike County",Pike County,KY,G21195
"KY, Powell County",Powell County,KY,G21197
"KY, Pulaski County",Pulaski County,KY,G21199
"KY, Robertson County",Robertson County,KY,G21201
"KY, Rockcastle County",Rockcastle County,KY,G21203
"KY, Rowan County",Rowan County,KY,G21205
"KY, Russell County",Russell County,KY,G21207
"KY, Scott County",Scott County,KY,G21209
"KY, Shelby County",Shelby County,KY,G21211
"KY, Simpson County",Simpson County,KY,G21213
"KY, Spencer County",Spencer County,KY,G21215
"KY, Taylor County",Taylor County,KY,G21217
"KY, Todd County",Todd County,KY,G21219
"KY, Trigg County",Trigg County,KY,G21221
"KY, Trimble County",Trimble County,KY,G21223
"KY, Union County",Union County,KY,G21225
"KY, Warren County",Warren County,KY,G21227
"KY, Washington County",Washington County,KY,G21229
"KY, Wayne County",Wayne County,KY,G21231
"KY, Webster County",Webster County,KY,G21233
"KY, Whitley County",Whitley County,KY,G21235
"KY, Wolfe County",Wolfe County,KY,G21237
"KY, Woodford County",Woodford County,KY,G21239
"LA, Acadia Parish",Acadia Parish,LA,G22001
"LA, Allen Parish",Allen Parish,LA,G22003
"LA, Ascension Parish",Ascension Parish,LA,G22005
"LA, Assumption Parish",Assumption Parish,LA,G22007
"LA, Avoyelles Parish",Avoyelles Parish,LA,G22009
"LA, Beauregard Parish",Beauregard Parish,LA,G22011
"LA, Bienville Parish",Bienville Parish,LA,G22013
"LA, Bossier Parish",Bossier Parish,LA,G22015
"LA, Caddo Parish",Caddo Parish,LA,G22017
"LA, Calcasieu Parish",Calcasieu Parish,LA,G22019
"LA, Caldwell Parish",Caldwell Parish,LA,G22021
"LA, Cameron Parish",Cameron Parish,LA,G22023
"LA, Catahoula Parish",Catahoula Parish,LA,G22025
"LA, Claiborne Parish",Claiborne Parish,LA,G22027
"LA, Concordia Parish",Concordia Parish,LA,G22029
"LA, De Soto Parish",De Soto Parish,LA,G22031
"LA, East Baton Rouge Parish",East Baton Rouge Parish,LA,G22033
"LA, East Carroll Parish",East Carroll Parish,LA,G22035
"LA, East Feliciana Parish",East Feliciana Parish,LA,G22037
"LA, Evangeline Parish",Evangeline Parish,LA,G22039
"LA, Franklin Parish",Franklin Parish,LA,G22041
"LA, Grant Parish",Grant Parish,LA,G22043
"LA, Iberia Parish",Iberia Parish,LA,G22045
"LA, Iberville Parish",Iberville Parish,LA,G22047
"LA, Jackson Parish",Jackson Parish,LA,G22049
"LA, Jefferson Parish",Jefferson Parish,LA,G22051
"LA, Jefferson Davis Parish",Jefferson Davis Parish,LA,G22053
"LA, Lafayette Parish",Lafayette Parish,LA,G22055
"LA, Lafourche Parish",Lafourche Parish,LA,G22057
"LA, La Salle Parish",La Salle Parish,LA,G22059
"LA, Lincoln Parish",Lincoln Parish,LA,G22061
"LA, Livingston Parish",Livingston Parish,LA,G22063
"LA, Madison Parish",Madison Parish,LA,G22065
"LA, Morehouse Parish",Morehouse Parish,LA,G22067
"LA, Natchitoches Parish",Natchitoches Parish,LA,G22069
"LA, Orleans Parish",Orleans Parish,LA,G22071
"LA, Ouachita Parish",Ouachita Parish,LA,G22073
"LA, Plaquemines Parish",Plaquemines Parish,LA,G22075
"LA, Pointe Coupee Parish",Pointe Coupee Parish,LA,G22077
"LA, Rapides Parish",Rapides Parish,LA,G22079
"LA, Red River Parish",Red River Parish,LA,G22081
"LA, Richland Parish",Richland Parish,LA,G22083
"LA, Sabine Parish",Sabine Parish,LA,G22085
"LA, St. Bernard Parish",St. Bernard Parish,LA,G22087
"LA, St. Charles Parish",St. Charles Parish,LA,G22089
"LA, St. Helena Parish",St. Helena Parish,LA,G22091
"LA, St. James Parish",St. James Parish,LA,G22093
"LA, St. John the Baptist Parish",St. John the Baptist Parish,LA,G22095
"LA, St. Landry Parish",St. Landry Parish,LA,G22097
"LA, St. Martin Parish",St. Martin Parish,LA,G22099
"LA, St. Mary Parish",St. Mary Parish,LA,G22101
"LA, St. Tammany Parish",St. Tammany Parish,LA,G22103
"LA, Tangipahoa Parish",Tangipahoa Parish,LA,G22105
"LA, Tensas Parish",Tensas Parish,LA,G22107
"LA, Terrebonne Parish",Terrebonne Parish,LA,G22109
"LA, Union Parish",Union Parish,LA,G22111
"LA, Vermilion Parish",Vermilion Parish,LA,G22113
"LA, Vernon Parish",Vernon Parish,LA,G22115
"LA, Washington Parish",Washington Parish,LA,G22117
"LA, Webster Parish",Webster Parish,LA,G22119
"LA, West Baton Rouge Parish",West Baton Rouge Parish,LA,G22121
"LA, West Carroll Parish",West Carroll Parish,LA,G22123
"LA, West Feliciana Parish",West Feliciana Parish,LA,G22125
"LA, Winn Parish",Winn Parish,LA,G22127
"ME, Androscoggin County",Androscoggin County,ME,G23001
"ME, Aroostook County",Aroostook County,ME,G23003
"ME, Cumberland County",Cumberland County,ME,G23005
"ME, Franklin County",Franklin County,ME,G23007
"ME, Hancock County",Hancock County,ME,G23009
"ME, Kennebec County",Kennebec County,ME,G23011
"ME, Knox County",Knox County,ME,G23013
"ME, Lincoln County",Lincoln County,ME,G23015
"ME, Oxford County",Oxford County,ME,G23017
"ME, Penobscot County",Penobscot County,ME,G23019
"ME, Piscataquis County",Piscataquis County,ME,G23021
"ME, Sagadahoc County",Sagadahoc County,ME,G23023
"ME, Somerset County",Somerset County,ME,G23025
"ME, Waldo County",Waldo County,ME,G23027
"ME, Washington County",Washington County,ME,G23029
"ME, York County",York County,ME,G23031
"MD, Allegany County",Allegany County,MD,G24001
"MD, Anne Arundel County",Anne Arundel County,MD,G24003
"MD, Baltimore County",Baltimore County,MD,G24005
"MD, Calvert County",Calvert County,MD,G24009
"MD, Caroline County",Caroline County,MD,G24011
"MD, Carroll County",Carroll County,MD,G24013
"MD, Cecil County",Cecil County,MD,G24015
"MD, Charles County",Charles County,MD,G24017
"MD, Dorchester County",Dorchester County,MD,G24019
"MD, Frederick County",Frederick County,MD,G24021
"MD, Garrett County",Garrett County,MD,G24023
"MD, Harford County",Harford County,MD,G24025
"MD, Howard County",Howard County,MD,G24027
"MD, Kent County",Kent County,MD,G24029
"MD, Montgomery County",Montgomery County,MD,G24031
"MD, Prince George's County",Prince George's County,MD,G24033
"MD, Queen Anne's County",Queen Anne's County,MD,G24035
"MD, St. Mary's County",St. Mary's County,MD,G24037
"MD, Somerset County",Somerset County,MD,G24039
"MD, Talbot County",Talbot County,MD,G24041
"MD, Washington County",Washington County,MD,G24043
"MD, Wicomico County",Wicomico County,MD,G24045
"MD, Worcester County",Worcester County,MD,G24047
"MD, Baltimore city",Baltimore city,MD,G24510
"MA, Barnstable County",Barnstable County,MA,G25001
"MA, Berkshire County",Berkshire County,MA,G25003
"MA, Bristol County",Bristol County,MA,G25005
"MA, Dukes County",Dukes County,MA,G25007
"MA, Essex County",Essex County,MA,G25009
"MA, Franklin County",Franklin County,MA,G25011
"MA, Hampden County",Hampden County,MA,G25013
"MA, Hampshire County",Hampshire County,MA,G25015
"MA, Middlesex County",Middlesex County,MA,G25017
"MA, Nantucket County",Nantucket County,MA,G25019
"MA, Norfolk County",Norfolk County,MA,G25021
"MA, Plymouth County",Plymouth County,MA,G25023
"MA, Suffolk County",Suffolk County,MA,G25025
